TABLE_SCHEMA|TABLE_NAME|ORDINAL_POSITION|COLUMN_NAME|DATA_TYPE|CHARACTER_MAXIMUM_LENGTH|NUMERIC_PRECISION|NUMERIC_SCALE|IS_NULLABLE
dbo|LEAF_MODULE|1|MODULE_ID|numeric|NULL|5|0|NO
dbo|LEAF_MODULE|2|DESCRIPTION|nvarchar|2000|NULL|NULL|NO
dbo|LEAF_MODULE|3|EXCEPTION_CLASS|nvarchar|1000|NULL|NULL|YES
dbo|LEAF_MODULE|4|LEAF_SCN|numeric|NULL|10|0|YES
dbo|sys_Entidades|1|id|int|NULL|10|0|NO
dbo|sys_Entidades|2|ds_nombre|varchar|50|NULL|NULL|NO
dbo|sys_Entidades|3|ds_descripcion|varchar|500|NULL|NULL|NO
dbo|t000_documentacion|1|f000_tabla|varchar|50|NULL|NULL|NO
dbo|t000_documentacion|2|f000_campo|varchar|50|NULL|NULL|NO
dbo|t000_documentacion|3|f000_orden|int|NULL|10|0|NO
dbo|t000_documentacion|4|f000_descripcion|varchar|1024|NULL|NULL|NO
dbo|t0000_doc_procesos|1|f0000_id_proceso|varchar|10|NULL|NULL|NO
dbo|t0000_doc_procesos|2|f0000_descripcion|varchar|50|NULL|NULL|NO
dbo|t0000_doc_procesos|3|f0000_clase_docto|smallint|NULL|5|0|YES
dbo|t0001_doc_proceso_tablas|1|f0001_id_proceso|varchar|10|NULL|NULL|NO
dbo|t0001_doc_proceso_tablas|2|f0001_id_tabla|varchar|50|NULL|NULL|NO
dbo|t0001_doc_proceso_tablas|3|f0001_orden|smallint|NULL|5|0|NO
dbo|t0005_pp_metadata|1|f0005_version|varchar|10|NULL|NULL|NO
dbo|t0005_pp_metadata|2|f0005_id_tabla|varchar|30|NULL|NULL|NO
dbo|t0005_pp_metadata|3|f0005_ind_tipo|smallint|NULL|5|0|NO
dbo|t0005_pp_metadata|4|f0005_id_objeto|varchar|30|NULL|NULL|NO
dbo|t0005_pp_metadata|5|f0005_propiedad1|varchar|3000|NULL|NULL|NO
dbo|t0005_pp_metadata|6|f0005_propiedad2|varchar|3000|NULL|NULL|NO
dbo|t0005_pp_metadata|7|f0005_propiedad3|varchar|3000|NULL|NULL|NO
dbo|t0005_pp_metadata|8|f0005_propiedad4|varchar|3000|NULL|NULL|NO
dbo|t0005_pp_metadata|9|f0005_propiedad5|varchar|3000|NULL|NULL|NO
dbo|t0005_pp_metadata|10|f0005_propiedad6|varchar|3000|NULL|NULL|NO
dbo|t0005_pp_metadata|11|f0005_propiedad7|varchar|3000|NULL|NULL|NO
dbo|t0005_pp_metadata|12|f0005_propiedad8|varchar|3000|NULL|NULL|NO
dbo|t0005_pp_metadata|13|f0005_ind_tipo_proyecto|smallint|NULL|5|0|NO
dbo|t001_pp_parametros|1|f001_id_tercero_contab|char|15|NULL|NULL|NO
dbo|t001_pp_parametros|2|f001_razon_social_tcro_contab|varchar|50|NULL|NULL|NO
dbo|t001_pp_parametros|3|f001_id_moneda_local|char|3|NULL|NULL|NO
dbo|t001_pp_parametros|4|f001_simbolo_moneda_local|varchar|4|NULL|NULL|NO
dbo|t001_pp_parametros|5|f001_desc_moneda_local|varchar|40|NULL|NULL|NO
dbo|t001_pp_parametros|6|f001_id_fe_generico|char|10|NULL|NULL|NO
dbo|t001_pp_parametros|7|f001_desc_fe_generico|varchar|40|NULL|NULL|NO
dbo|t001_pp_parametros|8|f001_id_ccosto_generico|char|15|NULL|NULL|YES
dbo|t001_pp_parametros|9|f001_desc_ccosto_generico|varchar|40|NULL|NULL|YES
dbo|t001_pp_parametros|10|f001_admon_usuario|varchar|30|NULL|NULL|NO
dbo|t001_pp_parametros|11|f001_admon_pass|varchar|120|NULL|NULL|NO
dbo|t001_pp_parametros|12|f001_path_reportes|varchar|250|NULL|NULL|NO
dbo|t001_pp_parametros|13|f001_path_actualizador|varchar|250|NULL|NULL|NO
dbo|t001_pp_parametros|14|f001_log|smallint|NULL|5|0|NO
dbo|t001_pp_parametros|15|f001_ultimo_script|varchar|50|NULL|NULL|NO
dbo|t001_pp_parametros|16|f001_servidor_attach|varchar|255|NULL|NULL|YES
dbo|t001_pp_parametros|17|f001_ind_tipo_bd_pdv|smallint|NULL|5|0|NO
dbo|t001_pp_parametros|18|f001_ind_seguridad_web|smallint|NULL|5|0|NO
dbo|t001_pp_parametros|19|f001_titulo_libro1|varchar|10|NULL|NULL|NO
dbo|t001_pp_parametros|20|f001_titulo_libro2|varchar|10|NULL|NULL|NO
dbo|t001_pp_parametros|21|f001_titulo_libro3|varchar|10|NULL|NULL|NO
dbo|t001_pp_parametros|22|f001_ind_libro3|smallint|NULL|5|0|NO
dbo|t001_pp_parametros|23|f001_correo_admon|varchar|500|NULL|NULL|YES
dbo|t001_pp_parametros|24|f001_correo_admon_param|varchar|200|NULL|NULL|YES
dbo|t001_pp_parametros|25|f001_rowid|int|NULL|10|0|NO
dbo|t001_pp_parametros|26|f001_ind_desconexion|smallint|NULL|5|0|NO
dbo|t001_pp_parametros|27|f001_titulo_libro1_bg|varchar|50|NULL|NULL|YES
dbo|t001_pp_parametros|28|f001_titulo_libro2_bg|varchar|50|NULL|NULL|YES
dbo|t001_pp_parametros|29|f001_titulo_libro3_bg|varchar|50|NULL|NULL|YES
dbo|t001_pp_parametros|30|f001_titulo_libro1_er|varchar|50|NULL|NULL|YES
dbo|t001_pp_parametros|31|f001_titulo_libro2_er|varchar|50|NULL|NULL|YES
dbo|t001_pp_parametros|32|f001_titulo_libro3_er|varchar|50|NULL|NULL|YES
dbo|t001_pp_parametros|33|f001_admon_pass_net|varchar|128|NULL|NULL|YES
dbo|t001_pp_parametros|34|f001_ultimo_script_fiscal|varchar|50|NULL|NULL|NO
dbo|t001_pp_parametros|35|f001_licencias|varchar|-1|NULL|NULL|NO
dbo|t001_pp_parametros|36|f001_nro_max_columnas_flex|smallint|NULL|5|0|NO
dbo|t001_pp_parametros|37|f001_configuracion|varchar|-1|NULL|NULL|YES
dbo|t0011_pp_culturas|1|f0011_ts|datetime|NULL|NULL|NULL|NO
dbo|t0011_pp_culturas|2|f0011_id|smallint|NULL|5|0|NO
dbo|t0011_pp_culturas|3|f0011_descripcion|varchar|40|NULL|NULL|NO
dbo|t0011_pp_culturas|4|f0011_cultura|varchar|10|NULL|NULL|NO
dbo|t0011_pp_culturas|5|f0011_ind_defecto|smallint|NULL|5|0|NO
dbo|t0012_pp_licencias_sbs|1|f0012_rowid_licencia|int|NULL|10|0|NO
dbo|t0012_pp_licencias_sbs|2|f0012_meter|varchar|120|NULL|NULL|NO
dbo|t0012_pp_licencias_sbs|3|f0012_accesskey|varchar|120|NULL|NULL|NO
dbo|t0012_pp_licencias_sbs|4|f0012_cousers|varchar|120|NULL|NULL|NO
dbo|t0012_pp_licencias_sbs|5|f0012_razon_social_cliente|varchar|50|NULL|NULL|NO
dbo|t0012_pp_licencias_sbs|6|f0012_ind_bloquear_usuarios|smallint|NULL|5|0|NO
dbo|t0013_pp_licencias|1|f0013_rowid_licencia|char|3|NULL|NULL|NO
dbo|t0013_pp_licencias|2|f0013_meter|varchar|120|NULL|NULL|NO
dbo|t0013_pp_licencias|3|f0013_accesskey|varchar|120|NULL|NULL|NO
dbo|t0013_pp_licencias|4|f0013_cousers|varchar|120|NULL|NULL|NO
dbo|t0013_pp_licencias|5|f0013_razon_social_cliente|varchar|50|NULL|NULL|NO
dbo|t0013_pp_licencias|6|f0013_ind_bloquear_usuarios|smallint|NULL|5|0|NO
dbo|t0014_pp_auth_prov|1|f0014_ts|datetime|NULL|NULL|NULL|NO
dbo|t0014_pp_auth_prov|2|f0014_id|smallint|NULL|5|0|NO
dbo|t0014_pp_auth_prov|3|f0014_descripcion|varchar|50|NULL|NULL|NO
dbo|t0014_pp_auth_prov|4|f0014_configuracion_xsd|varchar|4000|NULL|NULL|NO
dbo|t0014_pp_auth_prov|5|f0014_ind_estado|smallint|NULL|5|0|NO
dbo|t0014_pp_auth_prov|6|f0014_configuracion_datos|varchar|4000|NULL|NULL|NO
dbo|t002_pp_versiones|1|f002_id|varchar|20|NULL|NULL|NO
dbo|t002_pp_versiones|2|f002_descripcion|varchar|40|NULL|NULL|NO
dbo|t002_pp_versiones|3|f002_version|varchar|20|NULL|NULL|NO
dbo|t0021_pp_procesos|1|f0021_rowid|int|NULL|10|0|NO
dbo|t0021_pp_procesos|2|f0021_archivo|varchar|80|NULL|NULL|NO
dbo|t0021_pp_procesos|3|f0021_ts|datetime|NULL|NULL|NULL|NO
dbo|t0021_pp_procesos|4|f0021_ind_tipo_proceso|smallint|NULL|5|0|NO
dbo|t0021_pp_procesos|5|f0021_estado|smallint|NULL|5|0|NO
dbo|t0021_pp_procesos|6|f0021_version|varchar|20|NULL|NULL|NO
dbo|t0021_pp_procesos|7|f0021_error|varchar|-1|NULL|NULL|YES
dbo|t0021_pp_procesos|8|f0021_version_web|varchar|20|NULL|NULL|YES
dbo|t0021_pp_procesos|9|f0021_ind_origen|tinyint|NULL|3|0|NO
dbo|t0021_pp_procesos|10|f0021_detalle|varchar|250|NULL|NULL|NO
dbo|t0021_pp_procesos|11|f0021_proyecto|varchar|50|NULL|NULL|NO
dbo|t003_pp_modulos|1|f003_id|smallint|NULL|5|0|NO
dbo|t003_pp_modulos|2|f003_descripcion|varchar|40|NULL|NULL|NO
dbo|t003_pp_modulos|3|f003_posicion|smallint|NULL|5|0|NO
dbo|t003_pp_modulos|4|f003_orden|smallint|NULL|5|0|NO
dbo|t004_pp_pref_usuario|1|f004_rowid_usuario|int|NULL|10|0|NO
dbo|t004_pp_pref_usuario|2|f004_id_grupo_menu_ultimo|varchar|40|NULL|NULL|YES
dbo|t004_pp_pref_usuario|3|f004_id_cia_ultimo|smallint|NULL|5|0|YES
dbo|t004_pp_pref_usuario|4|f004_ind_modo_item|smallint|NULL|5|0|NO
dbo|t004_pp_pref_usuario|5|f004_ind_modo_vehiculo|smallint|NULL|5|0|NO
dbo|t004_pp_pref_usuario|6|f004_ind_estilo|smallint|NULL|5|0|NO
dbo|t004_pp_pref_usuario|7|f004_id_cultura|smallint|NULL|5|0|YES
dbo|t005_pp_certificador_fiscal|1|f005_id|smallint|NULL|5|0|NO
dbo|t005_pp_certificador_fiscal|2|f005_descripcion|varchar|60|NULL|NULL|NO
dbo|t005_pp_certificador_fiscal|3|f005_xml_estructura|varchar|-1|NULL|NULL|NO
dbo|t005_pp_certificador_fiscal|4|f005_ind_tipo|smallint|NULL|5|0|NO
dbo|t005_pp_certificador_fiscal|5|f005_xml_formatos|varchar|4000|NULL|NULL|NO
dbo|t005_pp_certificador_fiscal|6|f005_xml_disenador|varchar|-1|NULL|NULL|NO
dbo|t0051_pp_provee_integracion|1|f0051_id|smallint|NULL|5|0|NO
dbo|t0051_pp_provee_integracion|2|f0051_descripcion|varchar|60|NULL|NULL|NO
dbo|t0051_pp_provee_integracion|3|f0051_xml_estructura|varchar|-1|NULL|NULL|NO
dbo|t0051_pp_provee_integracion|4|f0051_ind_tipo|smallint|NULL|5|0|NO
dbo|t0051_pp_provee_integracion|5|f0051_ind_clase|smallint|NULL|5|0|NO
dbo|t0052_pp_plataformas_pago|1|f0052_id|smallint|NULL|5|0|NO
dbo|t0052_pp_plataformas_pago|2|f0052_descripcion|varchar|60|NULL|NULL|NO
dbo|t0052_pp_plataformas_pago|3|f0052_xml_estructura|varchar|-1|NULL|NULL|NO
dbo|t0052_pp_plataformas_pago|4|f0052_ind_tipo|smallint|NULL|5|0|NO
dbo|t0052_pp_plataformas_pago|5|f0052_ind_maneja_plat_intgr|smallint|NULL|5|0|NO
dbo|t0053_pp_cfg_apariencia|1|f0053_id|smallint|NULL|5|0|NO
dbo|t0053_pp_cfg_apariencia|2|f0053_descripcion|varchar|60|NULL|NULL|NO
dbo|t0053_pp_cfg_apariencia|3|f0053_estructura_cfg|varchar|-1|NULL|NULL|NO
dbo|t0053_pp_cfg_apariencia|4|f0053_id_modulo|smallint|NULL|5|0|NO
dbo|t0053_pp_cfg_apariencia|5|f0053_combinaciones|varchar|4000|NULL|NULL|NO
dbo|t006_pp_param_automatizacion|1|f006_id|smallint|NULL|5|0|NO
dbo|t006_pp_param_automatizacion|2|f006_descripcion|varchar|60|NULL|NULL|NO
dbo|t006_pp_param_automatizacion|3|f006_xml_estructura|varchar|-1|NULL|NULL|NO
dbo|t006_pp_param_automatizacion|4|f006_ind_proceso|smallint|NULL|5|0|NO
dbo|t007_mm_automatizacion_proceso|1|f007_ts|datetime|NULL|NULL|NULL|NO
dbo|t007_mm_automatizacion_proceso|2|f007_id_cia|smallint|NULL|5|0|NO
dbo|t007_mm_automatizacion_proceso|3|f007_id|varchar|10|NULL|NULL|NO
dbo|t007_mm_automatizacion_proceso|4|f007_descripcion|varchar|40|NULL|NULL|NO
dbo|t007_mm_automatizacion_proceso|5|f007_ind_estado|smallint|NULL|5|0|NO
dbo|t007_mm_automatizacion_proceso|6|f007_id_param_automatizacion|smallint|NULL|5|0|NO
dbo|t007_mm_automatizacion_proceso|7|f007_notas|varchar|255|NULL|NULL|NO
dbo|t007_mm_automatizacion_proceso|8|f007_id_tipo_docto|char|3|NULL|NULL|YES
dbo|t008_mm_automatizacion_valores|1|f008_ts|datetime|NULL|NULL|NULL|NO
dbo|t008_mm_automatizacion_valores|2|f008_id_cia|smallint|NULL|5|0|NO
dbo|t008_mm_automatizacion_valores|3|f008_id_automatizacion_proceso|varchar|10|NULL|NULL|NO
dbo|t008_mm_automatizacion_valores|4|f008_id_parametro_xml|char|4|NULL|NULL|NO
dbo|t008_mm_automatizacion_valores|5|f008_ind_tipo_parametro|smallint|NULL|5|0|NO
dbo|t008_mm_automatizacion_valores|6|f008_valor_parametro|varchar|60|NULL|NULL|NO
dbo|t009_pp_proveedor_servicio|1|f009_id|smallint|NULL|5|0|NO
dbo|t009_pp_proveedor_servicio|2|f009_descripcion|varchar|60|NULL|NULL|NO
dbo|t009_pp_proveedor_servicio|3|f009_ind_tipo|smallint|NULL|5|0|NO
dbo|t009_pp_proveedor_servicio|4|f009_xml_estructura_maestro|varchar|-1|NULL|NULL|NO
dbo|t009_pp_proveedor_servicio|5|f009_xml_estructura_envio|varchar|-1|NULL|NULL|NO
dbo|t009_pp_proveedor_servicio|6|f009_xml_estructura_recibido|varchar|-1|NULL|NULL|NO
dbo|t010_mm_companias|1|f010_id|smallint|NULL|5|0|NO
dbo|t010_mm_companias|2|f010_razon_social|varchar|80|NULL|NULL|NO
dbo|t010_mm_companias|3|f010_nit|char|15|NULL|NULL|NO
dbo|t010_mm_companias|4|f010_ind_estado|smallint|NULL|5|0|NO
dbo|t010_mm_companias|5|f010_ind_consolidadora|smallint|NULL|5|0|NO
dbo|t010_mm_companias|6|f010_max_per_abiertos|smallint|NULL|5|0|NO
dbo|t010_mm_companias|7|f010_ult_per_abierto|int|NULL|10|0|NO
dbo|t010_mm_companias|8|f010_ult_per_cerrado|int|NULL|10|0|NO
dbo|t010_mm_companias|9|f010_ult_ano_cerrado|smallint|NULL|5|0|NO
dbo|t010_mm_companias|10|f010_numero_periodos|smallint|NULL|5|0|NO
dbo|t010_mm_companias|11|f010_ind_dias|smallint|NULL|5|0|NO
dbo|t010_mm_companias|12|f010_ind_diferido|smallint|NULL|5|0|NO
dbo|t010_mm_companias|13|f010_ind_inflacion|smallint|NULL|5|0|NO
dbo|t010_mm_companias|14|f010_ind_dif_cambio|smallint|NULL|5|0|NO
dbo|t010_mm_companias|15|f010_ind_dist_costos|smallint|NULL|5|0|NO
dbo|t010_mm_companias|16|f010_ind_depreciacion_af|smallint|NULL|5|0|NO
dbo|t010_mm_companias|17|f010_ind_consecutivo_af|smallint|NULL|5|0|NO
dbo|t010_mm_companias|18|f010_consecutivo_af|int|NULL|10|0|NO
dbo|t010_mm_companias|19|f010_rowid_contacto|int|NULL|10|0|YES
dbo|t010_mm_companias|20|f010_id_moneda_local|char|3|NULL|NULL|YES
dbo|t010_mm_companias|21|f010_id_moneda_conversion|char|3|NULL|NULL|YES
dbo|t010_mm_companias|22|f010_id_plan_cuentas|char|3|NULL|NULL|YES
dbo|t010_mm_companias|23|f010_rowid_tercero_contab|int|NULL|10|0|NO
dbo|t010_mm_companias|24|f010_rowid_ccosto_generico|int|NULL|10|0|YES
dbo|t010_mm_companias|25|f010_rowid_aux_desc_ventas|int|NULL|10|0|YES
dbo|t010_mm_companias|26|f010_rowid_aux_desc_compras|int|NULL|10|0|YES
dbo|t010_mm_companias|27|f010_rowid_aux_aprovecha|int|NULL|10|0|YES
dbo|t010_mm_companias|28|f010_rowid_aux_dif_compras|int|NULL|10|0|YES
dbo|t010_mm_companias|29|f010_rowid_aux_gyp|int|NULL|10|0|YES
dbo|t010_mm_companias|30|f010_rowid_ccosto_desc_ventas|int|NULL|10|0|YES
dbo|t010_mm_companias|31|f010_rowid_ccosto_desc_compras|int|NULL|10|0|YES
dbo|t010_mm_companias|32|f010_rowid_ccosto_aprovecha|int|NULL|10|0|YES
dbo|t010_mm_companias|33|f010_rowid_ccosto_dif_compras|int|NULL|10|0|YES
dbo|t010_mm_companias|34|f010_rowid_fe_generico|int|NULL|10|0|YES
dbo|t010_mm_companias|35|f010_max_aprovecha|money|NULL|19|4|NO
dbo|t010_mm_companias|36|f010_max_dif_compras|money|NULL|19|4|NO
dbo|t010_mm_companias|37|f010_num_resol_gc|varchar|20|NULL|NULL|YES
dbo|t010_mm_companias|38|f010_fecha_resol_gc|datetime|NULL|NULL|NULL|YES
dbo|t010_mm_companias|39|f010_num_resol_autorete|varchar|20|NULL|NULL|YES
dbo|t010_mm_companias|40|f010_fecha_resol_autorete|datetime|NULL|NULL|NULL|YES
dbo|t010_mm_companias|41|f010_ind_cdp|smallint|NULL|5|0|NO
dbo|t010_mm_companias|42|f010_id_plan_rubro_ppto|char|3|NULL|NULL|YES
dbo|t010_mm_companias|43|f010_id_plan_rubro_ccosto|char|3|NULL|NULL|YES
dbo|t010_mm_companias|44|f010_notas|varchar|255|NULL|NULL|YES
dbo|t010_mm_companias|45|f010_ciiu|varchar|10|NULL|NULL|NO
dbo|t010_mm_companias|46|f010_dv_nit|char|3|NULL|NULL|NO
dbo|t010_mm_companias|47|f010_ind_dist_cuentas|smallint|NULL|5|0|NO
dbo|t010_mm_companias|48|f010_ind_reg_fijos|smallint|NULL|5|0|NO
dbo|t010_mm_companias|49|f010_ind_trans_cta_puente_af|smallint|NULL|5|0|NO
dbo|t010_mm_companias|50|f010_ind_ppto_oc|smallint|NULL|5|0|NO
dbo|t010_mm_companias|51|f010_id_plan_ppto_oc|char|3|NULL|NULL|YES
dbo|t010_mm_companias|52|f010_ind_valida_periodo_oc|smallint|NULL|5|0|NO
dbo|t010_mm_companias|53|f010_ind_valida_co_oc|smallint|NULL|5|0|NO
dbo|t010_mm_companias|54|f010_ind_valida_un_oc|smallint|NULL|5|0|NO
dbo|t010_mm_companias|55|f010_nivel_ccosto_oc|smallint|NULL|5|0|NO
dbo|t010_mm_companias|56|f010_ind_fecha_periodo|smallint|NULL|5|0|NO
dbo|t010_mm_companias|57|f010_path_postscript|varchar|255|NULL|NULL|YES
dbo|t010_mm_companias|58|f010_rowid_aux_dif_compras_nd|int|NULL|10|0|YES
dbo|t010_mm_companias|59|f010_rowid_ccosto_dif_comp_nd|int|NULL|10|0|YES
dbo|t010_mm_companias|60|f010_max_dif_compras_nd|money|NULL|19|4|NO
dbo|t010_mm_companias|61|f010_id_moneda_rx|char|3|NULL|NULL|YES
dbo|t010_mm_companias|62|f010_ind_contabiliza_gastos|smallint|NULL|5|0|NO
dbo|t010_mm_companias|63|f010_ind_co_gastos|smallint|NULL|5|0|NO
dbo|t010_mm_companias|64|f010_ind_un_gastos|smallint|NULL|5|0|NO
dbo|t010_mm_companias|65|f010_ind_ccosto_gastos|smallint|NULL|5|0|NO
dbo|t010_mm_companias|66|f010_per_ini_rx|int|NULL|10|0|YES
dbo|t010_mm_companias|67|f010_ind_calc_fecha_vcto|smallint|NULL|5|0|NO
dbo|t010_mm_companias|68|f010_rowid_movto_entidad|int|NULL|10|0|YES
dbo|t010_mm_companias|69|f010_rowid_aux_desc_comp2|int|NULL|10|0|YES
dbo|t010_mm_companias|70|f010_rowid_ccosto_desc_comp2|int|NULL|10|0|YES
dbo|t010_mm_companias|71|f010_rowid_aux_ingres_comp2|int|NULL|10|0|YES
dbo|t010_mm_companias|72|f010_rowid_ccosto_ingres_comp2|int|NULL|10|0|YES
dbo|t010_mm_companias|73|f010_ind_amort_inst_fn|smallint|NULL|5|0|NO
dbo|t010_mm_companias|74|f010_id_concepto_ppago_gastos|smallint|NULL|5|0|YES
dbo|t010_mm_companias|75|f010_id_motivo_ppago_gastos_fn|char|2|NULL|NULL|YES
dbo|t010_mm_companias|76|f010_rowid_aux_desc_vtas2|int|NULL|10|0|YES
dbo|t010_mm_companias|77|f010_rowid_ccosto_desc_vtas2|int|NULL|10|0|YES
dbo|t010_mm_companias|78|f010_vlr_max_otros_ingresos|money|NULL|19|4|NO
dbo|t010_mm_companias|79|f010_ind_depre_salva_af_1|smallint|NULL|5|0|NO
dbo|t010_mm_companias|80|f010_ind_depre_salva_af_2|smallint|NULL|5|0|NO
dbo|t010_mm_companias|81|f010_ind_pp_anticipo|smallint|NULL|5|0|YES
dbo|t010_mm_companias|82|f010_ind_recalc_salva_af_2|smallint|NULL|5|0|NO
dbo|t010_mm_companias|83|f010_ind_ppto_of_rp|smallint|NULL|5|0|NO
dbo|t010_mm_companias|84|f010_ind_dif_cambio_rx|smallint|NULL|5|0|NO
dbo|t010_mm_companias|85|f010_ind_libro_defecto|smallint|NULL|5|0|NO
dbo|t010_mm_companias|86|f010_ind_libro1_visible|smallint|NULL|5|0|NO
dbo|t010_mm_companias|87|f010_ind_libro2_visible|smallint|NULL|5|0|NO
dbo|t010_mm_companias|88|f010_ind_libro3_visible|smallint|NULL|5|0|NO
dbo|t010_mm_companias|89|f010_ind_estado_pago_cxp|smallint|NULL|5|0|NO
dbo|t010_mm_companias|90|f010_ind_libro_dsto_fin_pp|smallint|NULL|5|0|NO
dbo|t010_mm_companias|91|f010_ind_ret_co_movto|smallint|NULL|5|0|NO
dbo|t010_mm_companias|92|f010_cant_anual_uvt_pago_efe|int|NULL|10|0|NO
dbo|t010_mm_companias|93|f010_ind_imp_co_movto_cmp|smallint|NULL|5|0|NO
dbo|t010_mm_companias|94|f010_ind_concil_sin_acum_pos|smallint|NULL|5|0|NO
dbo|t011_mm_paises|1|f011_id|char|3|NULL|NULL|NO
dbo|t011_mm_paises|2|f011_descripcion|varchar|40|NULL|NULL|NO
dbo|t012_mm_deptos|1|f012_id_pais|char|3|NULL|NULL|NO
dbo|t012_mm_deptos|2|f012_id|char|2|NULL|NULL|NO
dbo|t012_mm_deptos|3|f012_descripcion|varchar|40|NULL|NULL|NO
dbo|t013_mm_ciudades|1|f013_id_pais|char|3|NULL|NULL|NO
dbo|t013_mm_ciudades|2|f013_id_depto|char|2|NULL|NULL|NO
dbo|t013_mm_ciudades|3|f013_id|char|3|NULL|NULL|NO
dbo|t013_mm_ciudades|4|f013_descripcion|varchar|40|NULL|NULL|NO
dbo|t013_mm_ciudades|5|f013_indicativo|varchar|20|NULL|NULL|NO
dbo|t014_mm_barrios|1|f014_id_pais|char|3|NULL|NULL|NO
dbo|t014_mm_barrios|2|f014_id_depto|char|2|NULL|NULL|NO
dbo|t014_mm_barrios|3|f014_id_ciudad|char|3|NULL|NULL|NO
dbo|t014_mm_barrios|4|f014_id|varchar|40|NULL|NULL|NO
dbo|t014_mm_barrios|5|f014_descripcion|varchar|50|NULL|NULL|NO
dbo|t015_mm_contactos|1|f015_ts|datetime|NULL|NULL|NULL|NO
dbo|t015_mm_contactos|2|f015_rowid|int|NULL|10|0|NO
dbo|t015_mm_contactos|3|f015_id_cia|smallint|NULL|5|0|NO
dbo|t015_mm_contactos|4|f015_contacto|varchar|50|NULL|NULL|NO
dbo|t015_mm_contactos|5|f015_direccion1|varchar|40|NULL|NULL|NO
dbo|t015_mm_contactos|6|f015_direccion2|varchar|40|NULL|NULL|NO
dbo|t015_mm_contactos|7|f015_direccion3|varchar|40|NULL|NULL|NO
dbo|t015_mm_contactos|8|f015_id_pais|char|3|NULL|NULL|YES
dbo|t015_mm_contactos|9|f015_id_depto|char|2|NULL|NULL|YES
dbo|t015_mm_contactos|10|f015_id_ciudad|char|3|NULL|NULL|YES
dbo|t015_mm_contactos|11|f015_id_barrio|varchar|40|NULL|NULL|YES
dbo|t015_mm_contactos|12|f015_telefono|varchar|20|NULL|NULL|NO
dbo|t015_mm_contactos|13|f015_fax|varchar|20|NULL|NULL|NO
dbo|t015_mm_contactos|14|f015_cod_postal|varchar|10|NULL|NULL|NO
dbo|t015_mm_contactos|15|f015_email|varchar|255|NULL|NULL|NO
dbo|t015_mm_contactos|16|f015_rowid_dir3|int|NULL|10|0|YES
dbo|t015_mm_contactos|17|f015_valor_et1|varchar|40|NULL|NULL|NO
dbo|t015_mm_contactos|18|f015_valor_et2|varchar|40|NULL|NULL|NO
dbo|t015_mm_contactos|19|f015_valor_et3|varchar|40|NULL|NULL|NO
dbo|t015_mm_contactos|20|f015_valor_et4|varchar|40|NULL|NULL|NO
dbo|t015_mm_contactos|21|f015_valor_et5|varchar|40|NULL|NULL|NO
dbo|t015_mm_contactos|22|f015_valor_et6|varchar|40|NULL|NULL|NO
dbo|t015_mm_contactos|23|f015_valor_et7|varchar|40|NULL|NULL|NO
dbo|t015_mm_contactos|24|f015_valor_et8|varchar|40|NULL|NULL|NO
dbo|t015_mm_contactos|25|f015_valor_et9|varchar|40|NULL|NULL|NO
dbo|t015_mm_contactos|26|f015_valor_et10|varchar|40|NULL|NULL|NO
dbo|t015_mm_contactos|27|f015_valor_et11|varchar|40|NULL|NULL|NO
dbo|t015_mm_contactos|28|f015_valor_et12|varchar|40|NULL|NULL|NO
dbo|t015_mm_contactos|29|f015_valor_et13|varchar|40|NULL|NULL|NO
dbo|t015_mm_contactos|30|f015_valor_et14|varchar|40|NULL|NULL|NO
dbo|t015_mm_contactos|31|f015_valor_et15|varchar|40|NULL|NULL|NO
dbo|t015_mm_contactos|32|f015_valor_et16|varchar|40|NULL|NULL|NO
dbo|t015_mm_contactos|33|f015_valor_et17|varchar|40|NULL|NULL|NO
dbo|t015_mm_contactos|34|f015_valor_et18|varchar|40|NULL|NULL|NO
dbo|t015_mm_contactos|35|f015_valor_et19|varchar|40|NULL|NULL|NO
dbo|t015_mm_contactos|36|f015_valor_et20|varchar|40|NULL|NULL|NO
dbo|t015_mm_contactos|37|f015_celular|varchar|50|NULL|NULL|YES
dbo|t0151_mm_direccion1|1|f0151_ts|datetime|NULL|NULL|NULL|NO
dbo|t0151_mm_direccion1|2|f0151_rowid|int|NULL|10|0|NO
dbo|t0151_mm_direccion1|3|f0151_id|varchar|20|NULL|NULL|NO
dbo|t0151_mm_direccion1|4|f0151_descripcion|varchar|40|NULL|NULL|NO
dbo|t0152_mm_direccion2|1|f0152_ts|datetime|NULL|NULL|NULL|NO
dbo|t0152_mm_direccion2|2|f0152_rowid_dir1|int|NULL|10|0|NO
dbo|t0152_mm_direccion2|3|f0152_rowid|int|NULL|10|0|NO
dbo|t0152_mm_direccion2|4|f0152_id|varchar|40|NULL|NULL|NO
dbo|t0152_mm_direccion2|5|f0152_descripcion|varchar|20|NULL|NULL|NO
dbo|t0153_mm_direccion3|1|f0153_ts|datetime|NULL|NULL|NULL|NO
dbo|t0153_mm_direccion3|2|f0153_rowid|int|NULL|10|0|NO
dbo|t0153_mm_direccion3|3|f0153_id_cia|smallint|NULL|5|0|NO
dbo|t0153_mm_direccion3|4|f0153_id_pais|char|3|NULL|NULL|NO
